import time: self [us] | cumulative | imported package
import time:      2430 |       2430 |                           openai.types.responses.response_image_gen_call_in_progress_event
import time:      2759 |       2759 |                           openai.types.responses.response_mcp_list_tools_in_progress_event
import time:      2599 |       2599 |                           openai.types.responses.response_custom_tool_call_input_done_event
import time:      4030 |       4030 |                           openai.types.responses.response_reasoning_summary_part_done_event
import time:      2811 |       2811 |                           openai.types.responses.response_reasoning_summary_text_done_event
import time:      2511 |       2511 |                           openai.types.responses.response_web_search_call_in_progress_event
import time:      2782 |       2782 |                           openai.types.responses.response_custom_tool_call_input_delta_event
import time:      2781 |       2781 |                           openai.types.responses.response_file_search_call_in_progress_event
import time:      2980 |       2980 |                           openai.types.responses.response_function_call_arguments_done_event
import time:      2915 |       2915 |                           openai.types.responses.response_image_gen_call_partial_image_event
import time:      2827 |       2827 |                           openai.types.responses.response_output_text_annotation_added_event
import time:      3747 |       3747 |                           openai.types.responses.response_reasoning_summary_part_added_event
import time:      2558 |       2558 |                           openai.types.responses.response_reasoning_summary_text_delta_event
import time:      2544 |       2544 |                           openai.types.responses.response_function_call_arguments_delta_event
import time:      2693 |       2693 |                           openai.types.responses.response_code_interpreter_call_code_done_event
import time:      2906 |       2906 |                           openai.types.responses.response_code_interpreter_call_completed_event
import time:      2708 |       2708 |                           openai.types.responses.response_code_interpreter_call_code_delta_event
import time:      2688 |       2688 |                           openai.types.responses.response_code_interpreter_call_in_progress_event
import time:      2297 |       2297 |                           openai.types.responses.response_code_interpreter_call_interpreting_event
import time:      4846 |     139376 |                         openai.types.responses.response_stream_event
import time:      1865 |       1865 |                         openai.types.responses.tool_choice_mcp_param
import time:      1906 |       1906 |                         openai.types.responses.input_item_list_params
import time:      1326 |       1326 |                           openai.types.responses.tool_choice_shell_param
import time:      1739 |       1739 |                           openai.types.responses.tool_choice_types_param
import time:      1536 |       1536 |                           openai.types.responses.tool_choice_custom_param
import time:      1768 |       1768 |                           openai.types.responses.tool_choice_allowed_param
import time:     11297 |      11297 |                               openai.types.responses.response_format_text_json_schema_config_param
import time:      1342 |      12638 |                             openai.types.responses.response_format_text_config_param
import time:      1497 |      14135 |                           openai.types.responses.response_text_config_param
import time:      1848 |       1848 |                           openai.types.responses.tool_choice_function_param
import time:      1720 |       1720 |                           openai.types.responses.tool_choice_apply_patch_param
import time:      1714 |       1714 |                           openai.types.responses.response_conversation_param_param
import time:      5607 |      31389 |                         openai.types.responses.response_create_params
import time:      2151 |       2151 |                           openai.types.responses.response_conversation_param
import time:     11912 |      14063 |                         openai.types.responses.responses_client_event
import time:      1897 |       1897 |                         openai.types.responses.responses_server_event
import time:     11138 |      11138 |                           openai.types.responses.response_input_item_param
import time:      3056 |      14193 |                         openai.types.responses.response_compact_params
import time:      2627 |       2627 |                         openai.types.responses.input_token_count_params
import time:      2277 |       2277 |                         openai.types.responses.response_retrieve_params
import time:      3116 |       3116 |                         openai.types.responses.input_token_count_response
import time:      2235 |       2235 |                         openai.types.responses.response_input_audio_param
import time:      1843 |       1843 |                         openai.types.responses.response_input_content_param
import time:      4305 |       4305 |                         openai.types.responses.responses_client_event_param
import time:       977 |        977 |                         openai.types.responses.response_function_call_output_item_param
import time:      4366 |     778735 |                       openai.types.responses
import time:       333 |     779067 |                     openai.types.responses.response_input_text
import time:      3760 |     782827 |                   openai.types.graders.grader_inputs
import time:      6929 |     789756 |                 openai.types.graders.label_model_grader
import time:      5548 |       5548 |                 openai.types.graders.score_model_grader
import time:      2253 |       2253 |                 openai.types.graders.string_check_grader
import time:      2912 |       2912 |                 openai.types.graders.text_similarity_grader
import time:      2243 |     804139 |               openai.types.graders.multi_grader
import time:      1752 |       1752 |                 openai.types.graders.python_grader_param
import time:      1971 |       1971 |                   openai.types.graders.grader_inputs_param
import time:      2454 |       4424 |                 openai.types.graders.label_model_grader_param
import time:      2363 |       2363 |                 openai.types.graders.score_model_grader_param
import time:      1344 |       1344 |                 openai.types.graders.string_check_grader_param
import time:      1416 |       1416 |                 openai.types.graders.text_similarity_grader_param
import time:      1738 |      13035 |               openai.types.graders.multi_grader_param
import time:       891 |     818063 |             openai.types.graders
import time:        57 |     818120 |           openai.types.graders.grader_inputs_param
import time:      3190 |     837597 |         openai.types.eval_create_params
import time:      1777 |       1777 |           openai.types.eval_custom_data_source_config
import time:      1912 |       1912 |           openai.types.eval_stored_completions_data_source_config
import time:      4609 |       8297 |         openai.types.eval_list_response
import time:      1288 |       1288 |         openai.types.eval_update_params
import time:      1313 |       1313 |         openai.types.file_create_params
import time:      1119 |       1119 |         openai.types.video_remix_params
import time:      1576 |       1576 |         openai.types.batch_create_params
import time:      1061 |       1061 |         openai.types.skill_create_params
import time:      1322 |       1322 |         openai.types.skill_update_params
import time:      1210 |       1210 |           openai.types.image_input_reference_param
import time:      1466 |       2675 |         openai.types.video_create_params
import time:      1390 |       1390 |         openai.types.video_extend_params
import time:      4959 |       4959 |         openai.types.eval_create_response
import time:      2431 |       2431 |         openai.types.eval_delete_response
import time:      5778 |       5778 |         openai.types.eval_update_response
import time:      1643 |       1643 |         openai.types.upload_create_params
import time:      1950 |       1950 |         openai.types.vector_store_deleted
import time:       932 |        932 |         openai.types.audio_response_format
import time:      1129 |       1129 |         openai.types.container_list_params
import time:      1784 |       1784 |         openai.types.image_generate_params
import time:      1725 |       1725 |         openai.types.video_delete_response
import time:      4402 |       4402 |         openai.types.eval_retrieve_response
import time:      1556 |       1556 |           openai.types.other_file_chunking_strategy_object
import time:      1393 |       1393 |             openai.types.static_file_chunking_strategy
import time:      1624 |       3017 |           openai.types.static_file_chunking_strategy_object
import time:       913 |       5484 |         openai.types.file_chunking_strategy
import time:      3086 |       3086 |           openai.types.image_gen_completed_event
import time:      1931 |       1931 |           openai.types.image_gen_partial_image_event
import time:      1022 |       6038 |         openai.types.image_gen_stream_event
import time:      1051 |       1051 |         openai.types.upload_complete_params
import time:      2861 |       2861 |         openai.types.websocket_reconnection
import time:      1851 |       1851 |         openai.types.container_create_params
import time:      3631 |       3631 |         openai.types.container_list_response
import time:      1253 |       1253 |         openai.types.embedding_create_params
import time:      2872 |       2872 |           openai.types.image_edit_completed_event
import time:      1856 |       1856 |           openai.types.image_edit_partial_image_event
import time:       988 |       5716 |         openai.types.image_edit_stream_event
import time:      2293 |       2293 |         openai.types.completion_create_params
import time:      1319 |       1319 |             openai.types.moderation_text_input_param
import time:      1706 |       1706 |             openai.types.moderation_image_url_input_param
import time:      1032 |       4057 |           openai.types.moderation_multi_modal_input_param
import time:      1212 |       5268 |         openai.types.moderation_create_params
import time:      1455 |       1455 |         openai.types.vector_store_list_params
import time:      3559 |       3559 |         openai.types.container_create_response
import time:      2498 |       2498 |         openai.types.create_embedding_response
import time:      1765 |       1765 |         openai.types.moderation_create_response
import time:      1241 |       1241 |             openai.types.auto_file_chunking_strategy_param
import time:      1065 |       1065 |               openai.types.static_file_chunking_strategy_param
import time:      1108 |       2172 |             openai.types.static_file_chunking_strategy_object_param
import time:       983 |       4396 |           openai.types.file_chunking_strategy_param
import time:      1489 |       5884 |         openai.types.vector_store_create_params
import time:      1493 |       1493 |         openai.types.vector_store_search_params
import time:      1361 |       1361 |         openai.types.vector_store_update_params
import time:      3339 |       3339 |         openai.types.container_retrieve_response
import time:      2591 |       2591 |         openai.types.vector_store_search_response
import time:      1825 |       1825 |         openai.types.video_get_character_response
import time:      1337 |       1337 |         openai.types.websocket_connection_options
import time:      2035 |       2035 |         openai.types.image_create_variation_params
import time:      1176 |       1176 |         openai.types.video_create_character_params
import time:      1284 |       1284 |         openai.types.video_download_content_params
import time:      1576 |       1576 |         openai.types.video_create_character_response
import time:      4901 |    1543982 |       openai.types
import time:      1708 |       1708 |         openai._exceptions
import time:      1356 |       1356 |         openai._qs
import time:      2086 |       2086 |           openai.auth._workload
import time:      1013 |       3098 |         openai.auth
import time:       787 |        787 |         openai._version
import time:      2638 |       2638 |         openai._provider
import time:      1470 |       1470 |         openai._streaming
import time:      2612 |       2612 |               argparse
import time:      2664 |       5276 |             distro.distro
import time:      1160 |       6436 |           distro
import time:      2480 |       2480 |           openai._response
import time:       935 |        935 |           openai._utils._json
import time:      1775 |       1775 |           openai._legacy_response
import time:       422 |        422 |           httpx_aiohttp
import time:      6391 |      18437 |         openai._base_client
import time:      3257 |      32748 |       openai._client
import time:       947 |        947 |       openai._utils._resources_proxy
import time:       906 |        906 |           openai.lib._pydantic
import time:      1701 |       2606 |         openai.lib._tools
import time:      1389 |       1389 |           openai.lib._parsing._completions
import time:      1006 |       2394 |         openai.lib._parsing
import time:       984 |       5983 |       openai.lib
import time:      1941 |       1941 |       openai.lib.azure
import time:      3598 |       3598 |               openai.lib._bedrock_auth
import time:      5501 |       9099 |             openai.providers.bedrock
import time:       837 |       9936 |           openai.providers
import time:        72 |      10007 |         openai.providers.bedrock
import time:      4789 |      14796 |       openai.lib.bedrock
import time:       979 |        979 |       openai.version
import time:      1529 |       1529 |       openai.lib._old_api
import time:      4741 |       4741 |             openai.types.beta.thread
import time:      1751 |       1751 |                 openai.types.beta.function_tool
import time:      2824 |       2824 |                 openai.types.beta.file_search_tool
import time:      1623 |       1623 |                 openai.types.beta.code_interpreter_tool
import time:      1191 |       7387 |               openai.types.beta.assistant_tool
import time:       950 |        950 |               openai.types.beta.assistant_response_format_option
import time:      4533 |      12868 |             openai.types.beta.assistant
import time:      2979 |       2979 |               openai.types.beta.beta_custom_tool
import time:      1692 |       1692 |               openai.types.beta.beta_computer_tool
import time:      1981 |       1981 |               openai.types.beta.beta_function_tool
import time:      2801 |       2801 |               openai.types.beta.beta_namespace_tool
import time:      3479 |       3479 |               openai.types.beta.beta_web_search_tool
import time:      2060 |       2060 |               openai.types.beta.beta_apply_patch_tool
import time:      4960 |       4960 |               openai.types.beta.beta_file_search_tool
import time:      1843 |       1843 |               openai.types.beta.beta_tool_search_tool
import time:      1580 |       1580 |                     openai.types.beta.beta_inline_skill_source
import time:      1411 |       2990 |                   openai.types.beta.beta_inline_skill
import time:      1837 |       1837 |                   openai.types.beta.beta_skill_reference
import time:      1611 |       1611 |                   openai.types.beta.beta_container_network_policy_disabled
import time:      1510 |       1510 |                     openai.types.beta.beta_container_network_policy_domain_secret
import time:      2031 |       3540 |                   openai.types.beta.beta_container_network_policy_allowlist
import time:      2073 |      12049 |                 openai.types.beta.beta_container_auto
import time:      1671 |       1671 |                   openai.types.beta.beta_local_skill
import time:      1668 |       3339 |                 openai.types.beta.beta_local_environment
import time:      1752 |       1752 |                 openai.types.beta.beta_container_reference
import time:      1897 |      19036 |               openai.types.beta.beta_function_shell_tool
import time:      3458 |       3458 |               openai.types.beta.beta_web_search_preview_tool
import time:      2726 |       2726 |               openai.types.beta.beta_computer_use_preview_tool
import time:     10660 |      57672 |             openai.types.beta.beta_tool
import time:      1636 |       1636 |               openai.types.beta.beta_response_error
import time:      2602 |       2602 |               openai.types.beta.beta_response_usage
import time:      2709 |       2709 |                 openai.types.beta.beta_response_input_file
import time:      2107 |       2107 |                 openai.types.beta.beta_response_input_text
import time:      2867 |       2867 |                 openai.types.beta.beta_response_input_image
import time:      1710 |       9393 |               openai.types.beta.beta_response_prompt
import time:      1024 |       1024 |               openai.types.beta.beta_response_status
import time:      1742 |       1742 |               openai.types.beta.beta_tool_choice_mcp
import time:      1727 |       1727 |               openai.types.beta.beta_tool_choice_shell
import time:      1465 |       1465 |               openai.types.beta.beta_tool_choice_types
import time:      1613 |       1613 |               openai.types.beta.beta_tool_choice_custom
import time:       879 |        879 |                     openai.types.beta.beta_response_input_content
import time:       838 |       1716 |                   openai.types.beta.beta_response_input_message_content_list
import time:      1807 |       3522 |                 openai.types.beta.beta_easy_input_message
import time:      5542 |       5542 |                   openai.types.beta.beta_response_output_text
import time:      2204 |       2204 |                   openai.types.beta.beta_response_output_refusal
import time:      2721 |      10466 |                 openai.types.beta.beta_response_output_message
import time:      3997 |       3997 |                 openai.types.beta.beta_response_reasoning_item
import time:     10239 |      10239 |                 openai.types.beta.beta_response_custom_tool_call
import time:      7040 |       7040 |                   openai.types.beta.beta_computer_action
import time:      1173 |       1173 |                   openai.types.beta.beta_computer_action_list
import time:      4078 |      12290 |                 openai.types.beta.beta_response_computer_tool_call
import time:      4202 |       4202 |                 openai.types.beta.beta_response_function_tool_call
import time:      2432 |       2432 |                 openai.types.beta.beta_response_input_text_content
import time:      5047 |       5047 |                 openai.types.beta.beta_response_function_web_search
import time:      2690 |       2690 |                 openai.types.beta.beta_response_input_image_content
import time:      2827 |       2827 |                 openai.types.beta.beta_response_compaction_item_param
import time:      3385 |       3385 |                 openai.types.beta.beta_response_file_search_tool_call
import time:      3635 |       3635 |                 openai.types.beta.beta_response_custom_tool_call_output
import time:      3825 |       3825 |                 openai.types.beta.beta_response_code_interpreter_tool_call
import time:      2703 |       2703 |                 openai.types.beta.beta_response_tool_search_output_item_param
import time:      4489 |       4489 |                     openai.types.beta.beta_response_input_file_content
import time:      1757 |       6246 |                   openai.types.beta.beta_response_function_call_output_item
import time:      1398 |       7644 |                 openai.types.beta.beta_response_function_call_output_item_list
import time:      5011 |       5011 |                 openai.types.beta.beta_response_function_shell_call_output_content
import time:      2407 |       2407 |                 openai.types.beta.beta_response_computer_tool_call_output_screenshot
import time:     47403 |     133716 |               openai.types.beta.beta_response_input_item
import time:      2218 |       2218 |               openai.types.beta.beta_tool_choice_allowed
import time:      1372 |       1372 |               openai.types.beta.beta_tool_choice_options
import time:      2791 |       2791 |                 openai.types.beta.beta_response_compaction_item
import time:      3404 |       3404 |                 openai.types.beta.beta_response_tool_search_call
import time:      5672 |       5672 |                 openai.types.beta.beta_response_apply_patch_tool_call
import time:      2783 |       2783 |                 openai.types.beta.beta_response_tool_search_output_item
import time:      1893 |       1893 |                   openai.types.beta.beta_response_local_environment
import time:      2045 |       2045 |                   openai.types.beta.beta_response_container_reference
import time:      4710 |       8647 |                 openai.types.beta.beta_response_function_shell_tool_call
import time:      4098 |       4098 |                 openai.types.beta.beta_response_apply_patch_tool_call_output
import time:      2164 |       2164 |                 openai.types.beta.beta_response_custom_tool_call_output_item
import time:      3767 |       3767 |                 openai.types.beta.beta_response_computer_tool_call_output_item
import time:      4286 |       4286 |                 openai.types.beta.beta_response_function_tool_call_output_item
import time:      5874 |       5874 |                 openai.types.beta.beta_response_function_shell_tool_call_output
import time:     22471 |      65953 |               openai.types.beta.beta_response_output_item
import time:      2339 |       2339 |                   openai.types.beta.beta_response_format_text_json_schema_config
import time:      2402 |       4740 |                 openai.types.beta.beta_response_format_text_config
import time:      2130 |       6870 |               openai.types.beta.beta_response_text_config
import time:      1786 |       1786 |               openai.types.beta.beta_tool_choice_function
import time:      1630 |       1630 |               openai.types.beta.beta_tool_choice_apply_patch
import time:     12319 |     247057 |             openai.types.beta.beta_response
import time:      1948 |       1948 |             openai.types.beta.thread_deleted
import time:      1516 |       1516 |               openai.types.beta.beta_custom_tool_param
import time:      1718 |       1718 |               openai.types.beta.beta_computer_tool_param
import time:      1769 |       1769 |               openai.types.beta.beta_function_tool_param
import time:      2102 |       2102 |               openai.types.beta.beta_namespace_tool_param
import time:      1769 |       1769 |               openai.types.beta.beta_web_search_tool_param
import time:      1389 |       1389 |               openai.types.beta.beta_apply_patch_tool_param
import time:      2665 |       2665 |               openai.types.beta.beta_file_search_tool_param
import time:      1585 |       1585 |               openai.types.beta.beta_tool_search_tool_param
import time:      1567 |       1567 |                     openai.types.beta.beta_inline_skill_source_param
import time:      1384 |       2951 |                   openai.types.beta.beta_inline_skill_param
import time:      1756 |       1756 |                   openai.types.beta.beta_skill_reference_param
import time:      1472 |       1472 |                   openai.types.beta.beta_container_network_policy_disabled_param
import time:      1494 |       1494 |                     openai.types.beta.beta_container_network_policy_domain_secret_param
import time:      2062 |       3555 |                   openai.types.beta.beta_container_network_policy_allowlist_param
import time:      1665 |      11397 |                 openai.types.beta.beta_container_auto_param
import time:      1318 |       1318 |                   openai.types.beta.beta_local_skill_param
import time:      1593 |       2910 |                 openai.types.beta.beta_local_environment_param
import time:      1449 |       1449 |                 openai.types.beta.beta_container_reference_param
import time:      1691 |      17446 |               openai.types.beta.beta_function_shell_tool_param
import time:      2022 |       2022 |               openai.types.beta.beta_web_search_preview_tool_param
import time:      1646 |       1646 |               openai.types.beta.beta_computer_use_preview_tool_param
import time:      4502 |      40123 |             openai.types.beta.beta_tool_param
import time:      3766 |       3766 |             openai.types.beta.chatkit_workflow
import time:      2385 |       2385 |             openai.types.beta.assistant_deleted
import time:      3602 |       3602 |               openai.types.beta.beta_response_input_message_item
import time:      2515 |       2515 |               openai.types.beta.beta_response_custom_tool_call_item
import time:      2553 |       2553 |               openai.types.beta.beta_response_function_tool_call_item
import time:     22540 |      31208 |             openai.types.beta.beta_response_item
import time:      1128 |       1128 |             openai.types.beta.beta_response_input
import time:      1624 |       1624 |             openai.types.beta.function_tool_param
import time:      1636 |       1636 |               openai.types.beta.file_search_tool_param
import time:      1199 |       1199 |               openai.types.beta.code_interpreter_tool_param
import time:       992 |       3826 |             openai.types.beta.assistant_tool_param
import time:      1193 |       1193 |                     openai.types.beta.threads.run_status
import time:      1680 |       1680 |                         openai.types.beta.assistant_tool_choice_function
import time:      2165 |       3845 |                       openai.types.beta.assistant_tool_choice
import time:      1046 |       4890 |                     openai.types.beta.assistant_tool_choice_option
import time:      2504 |       2504 |                     openai.types.beta.threads.required_action_function_tool_call
import time:      6900 |      15486 |                   openai.types.beta.threads.run
import time:      4595 |       4595 |                       openai.types.beta.threads.file_path_annotation
import time:      2815 |       2815 |                       openai.types.beta.threads.file_citation_annotation
import time:      1174 |       8584 |                     openai.types.beta.threads.annotation
import time:      1651 |      10234 |                   openai.types.beta.threads.text
import time:      1935 |       1935 |                       openai.types.beta.threads.text_content_block
import time:      2257 |       2257 |                       openai.types.beta.threads.refusal_content_block
import time:      2175 |       2175 |                         openai.types.beta.threads.image_url
import time:      2378 |       4553 |                       openai.types.beta.threads.image_url_content_block
import time:      1910 |       1910 |                         openai.types.beta.threads.image_file
import time:      2241 |       4151 |                       openai.types.beta.threads.image_file_content_block
import time:      1365 |      14259 |                     openai.types.beta.threads.message_content
import time:      4570 |      18829 |                   openai.types.beta.threads.message
import time:      2619 |       2619 |                       openai.types.beta.threads.file_path_delta_annotation
import time:      2880 |       2880 |                       openai.types.beta.threads.file_citation_delta_annotation
import time:      1187 |       6685 |                     openai.types.beta.threads.annotation_delta
import time:      1614 |       8299 |                   openai.types.beta.threads.text_delta
import time:      2150 |       2150 |                       openai.types.beta.threads.text_delta_block
import time:      2077 |       2077 |                       openai.types.beta.threads.refusal_delta_block
import time:      2130 |       2130 |                         openai.types.beta.threads.image_url_delta
import time:      2096 |       4226 |                       openai.types.beta.threads.image_url_delta_block
import time:      3420 |       3420 |                         openai.types.beta.threads.image_file_delta
import time:      3321 |       6740 |                       openai.types.beta.threads.image_file_delta_block
import time:      2238 |      17430 |                     openai.types.beta.threads.message_content_delta
import time:      3852 |      21281 |                   openai.types.beta.threads.message_delta
import time:      1594 |       1594 |                   openai.types.beta.threads.image_url_param
import time:     12787 |      12787 |                   openai.types.beta.threads.message_deleted
import time:      1926 |       1926 |                   openai.types.beta.threads.run_list_params
import time:      2199 |       2199 |                   openai.types.beta.threads.image_file_param
import time:      5024 |       5024 |                               openai.types.beta.threads.runs.function_tool_call
import time:      8312 |       8312 |                               openai.types.beta.threads.runs.file_search_tool_call
import time:      7455 |       7455 |                               openai.types.beta.threads.runs.code_interpreter_tool_call
import time:      2103 |      22893 |                             openai.types.beta.threads.runs.tool_call
import time:      2856 |      25748 |                           openai.types.beta.threads.runs.tool_calls_step_details
import time:      3586 |       3586 |                           openai.types.beta.threads.runs.message_creation_step_details
import time:      6597 |      35931 |                         openai.types.beta.threads.runs.run_step
import time:      3681 |       3681 |                               openai.types.beta.threads.runs.function_tool_call_delta
import time:      2779 |       2779 |                               openai.types.beta.threads.runs.file_search_tool_call_delta
import time:      2007 |       2007 |                                 openai.types.beta.threads.runs.code_interpreter_logs
import time:      2745 |       2745 |                                 openai.types.beta.threads.runs.code_interpreter_output_image
import time:      3267 |       8018 |                               openai.types.beta.threads.runs.code_interpreter_tool_call_delta
import time:      1611 |      16087 |                             openai.types.beta.threads.runs.tool_call_delta
import time:      2193 |      18279 |                           openai.types.beta.threads.runs.tool_call_delta_object
import time:      2985 |       2985 |                           openai.types.beta.threads.runs.run_step_delta_message_delta
import time:      2188 |      23452 |                         openai.types.beta.threads.runs.run_step_delta
import time:      1167 |       1167 |                         openai.types.beta.threads.runs.run_step_include
import time:      1775 |       1775 |                         openai.types.beta.threads.runs.step_list_params
import time:      2063 |       2063 |                         openai.types.beta.threads.runs.run_step_delta_event
import time:      1655 |       1655 |                         openai.types.beta.threads.runs.step_retrieve_params
import time:      2267 |      68307 |                       openai.types.beta.threads.runs
import time:        85 |      68392 |                     openai.types.beta.threads.runs.run_step_include
import time:      1422 |       1422 |                       openai.types.beta.threads.text_content_block_param
import time:      1777 |       1777 |                       openai.types.beta.threads.image_url_content_block_param
import time:      1855 |       1855 |                       openai.types.beta.threads.image_file_content_block_param
import time:      1242 |       6295 |                     openai.types.beta.threads.message_content_part_param
import time:      1445 |       1445 |                         openai.types.beta.assistant_tool_choice_function_param
import time:      1719 |       3164 |                       openai.types.beta.assistant_tool_choice_param
import time:      1579 |       4742 |                     openai.types.beta.assistant_tool_choice_option_param
import time:      1888 |       1888 |                     openai.types.beta.assistant_response_format_option_param
import time:      4393 |      85708 |                   openai.types.beta.threads.run_create_params
import time:      1795 |       1795 |                   openai.types.beta.threads.run_update_params
import time:      9490 |       9490 |                   openai.types.beta.threads.message_delta_event
import time:      1442 |       1442 |                   openai.types.beta.threads.message_list_params
import time:      1813 |       1813 |                   openai.types.beta.threads.message_create_params
import time:      1364 |       1364 |                   openai.types.beta.threads.message_update_params
import time:      1996 |       1996 |                   openai.types.beta.threads.run_submit_tool_outputs_params
import time:      4244 |     200481 |                 openai.types.beta.threads
import time:        85 |     200565 |               openai.types.beta.threads.message_content_part_param
import time:      3665 |     204229 |             openai.types.beta.thread_create_params
import time:      2019 |       2019 |             openai.types.beta.thread_update_params
import time:      1567 |       1567 |             openai.types.beta.assistant_list_params
import time:     14877 |      14877 |             openai.types.beta.assistant_stream_event
import time:      1357 |       1357 |               openai.types.beta.beta_response_includable
import time:      1547 |       1547 |                     openai.types.beta.beta_response_input_file_param
import time:      1593 |       1593 |                     openai.types.beta.beta_response_input_text_param
import time:      1962 |       1962 |                     openai.types.beta.beta_response_input_image_param
import time:      1263 |       6364 |                   openai.types.beta.beta_response_input_message_content_list_param
import time:      1576 |       7940 |                 openai.types.beta.beta_easy_input_message_param
import time:      2955 |       2955 |                   openai.types.beta.beta_response_output_text_param
import time:      1668 |       1668 |                   openai.types.beta.beta_response_output_refusal_param
import time:      2513 |       7135 |                 openai.types.beta.beta_response_output_message_param
import time:      2996 |       2996 |                 openai.types.beta.beta_response_reasoning_item_param
import time:      2852 |       2852 |                 openai.types.beta.beta_response_custom_tool_call_param
import time:      3346 |       3346 |                   openai.types.beta.beta_computer_action_param
import time:      3780 |       3780 |                   openai.types.beta.beta_computer_action_list_param
import time:      2345 |       9471 |                 openai.types.beta.beta_response_computer_tool_call_param
import time:      2234 |       2234 |                 openai.types.beta.beta_response_function_tool_call_param
import time:      2476 |       2476 |                 openai.types.beta.beta_response_input_text_content_param
import time:      2515 |       2515 |                 openai.types.beta.beta_response_function_web_search_param
import time:      1893 |       1893 |                 openai.types.beta.beta_response_input_image_content_param
import time:      1801 |       1801 |                 openai.types.beta.beta_response_compaction_item_param_param
import time:      2096 |       2096 |                 openai.types.beta.beta_response_file_search_tool_call_param
import time:      2087 |       2087 |                 openai.types.beta.beta_response_custom_tool_call_output_param
import time:      2503 |       2503 |                 openai.types.beta.beta_response_code_interpreter_tool_call_param
import time:      1790 |       1790 |                 openai.types.beta.beta_response_tool_search_output_item_param_param
import time:      2324 |       2324 |                   openai.types.beta.beta_response_input_file_content_param
import time:      1267 |       3591 |                 openai.types.beta.beta_response_function_call_output_item_list_param
import time:      2010 |       2010 |                 openai.types.beta.beta_response_function_shell_call_output_content_param
import time:      1643 |       1643 |                 openai.types.beta.beta_response_computer_tool_call_output_screenshot_param
import time:     14228 |      71251 |               openai.types.beta.beta_response_input_param
import time:      1350 |       1350 |               openai.types.beta.beta_response_prompt_param
import time:      1381 |       1381 |               openai.types.beta.beta_tool_choice_mcp_param
import time:      1218 |       1218 |               openai.types.beta.beta_tool_choice_shell_param
import time:      1444 |       1444 |               openai.types.beta.beta_tool_choice_types_param
import time:      1306 |       1306 |               openai.types.beta.beta_tool_choice_custom_param
import time:      1684 |       1684 |               openai.types.beta.beta_tool_choice_allowed_param
import time:      1429 |       1429 |                   openai.types.beta.beta_response_format_text_json_schema_config_param
import time:      1545 |       2974 |                 openai.types.beta.beta_response_format_text_config_param
import time:      1394 |       4368 |               openai.types.beta.beta_response_text_config_param
import time:      1670 |       1670 |               openai.types.beta.beta_tool_choice_function_param
import time:      1287 |       1287 |               openai.types.beta.beta_tool_choice_apply_patch_param
import time:      1193 |       1193 |               openai.types.beta.beta_response_conversation_param_param
import time:      5694 |      95198 |             openai.types.beta.response_create_params
import time:      3498 |       3498 |             openai.types.beta.assistant_create_params
import time:      2663 |       2663 |             openai.types.beta.assistant_update_params
import time:      2419 |       2419 |             openai.types.beta.beta_compacted_response
import time:     13649 |      13649 |               openai.types.beta.beta_response_input_item_param
import time:      3591 |      17240 |             openai.types.beta.response_compact_params
import time:      1710 |       1710 |             openai.types.beta.response_retrieve_params
import time:      2594 |       2594 |             openai.types.beta.beta_response_error_event
import time:      3016 |       3016 |             openai.types.beta.beta_response_failed_event
import time:      2192 |       2192 |             openai.types.beta.beta_response_inject_event
import time:      3130 |       3130 |             openai.types.beta.beta_response_queued_event
import time:      2717 |       2717 |               openai.types.beta.beta_response_created_event
import time:      2795 |       2795 |               openai.types.beta.beta_response_completed_event
import time:      4769 |       4769 |               openai.types.beta.beta_response_text_done_event
import time:      3074 |       3074 |               openai.types.beta.beta_response_audio_done_event
import time:      3462 |       3462 |               openai.types.beta.beta_response_incomplete_event
import time:      4116 |       4116 |               openai.types.beta.beta_response_text_delta_event
import time:      2795 |       2795 |               openai.types.beta.beta_response_audio_delta_event
import time:      2720 |       2720 |               openai.types.beta.beta_response_in_progress_event
import time:      3796 |       3796 |               openai.types.beta.beta_response_refusal_done_event
import time:      3022 |       3022 |               openai.types.beta.beta_response_refusal_delta_event
import time:      2974 |       2974 |               openai.types.beta.beta_response_mcp_call_failed_event
import time:      2590 |       2590 |               openai.types.beta.beta_response_output_item_done_event
import time:      3501 |       3501 |               openai.types.beta.beta_response_content_part_done_event
import time:      2820 |       2820 |               openai.types.beta.beta_response_output_item_added_event
import time:      3589 |       3589 |               openai.types.beta.beta_response_content_part_added_event
import time:      2788 |       2788 |               openai.types.beta.beta_response_mcp_call_completed_event
import time:      2810 |       2810 |               openai.types.beta.beta_response_reasoning_text_done_event
import time:      3023 |       3023 |               openai.types.beta.beta_response_mcp_call_in_progress_event
import time:      2759 |       2759 |               openai.types.beta.beta_response_reasoning_text_delta_event
import time:      4983 |       4983 |               openai.types.beta.beta_response_audio_transcript_done_event
import time:      2972 |       2972 |               openai.types.beta.beta_response_mcp_list_tools_failed_event
import time:      2868 |       2868 |               openai.types.beta.beta_response_audio_transcript_delta_event
import time:      2686 |       2686 |               openai.types.beta.beta_response_mcp_call_arguments_done_event
import time:      2867 |       2867 |               openai.types.beta.beta_response_image_gen_call_completed_event
import time:      3038 |       3038 |               openai.types.beta.beta_response_mcp_call_arguments_delta_event
import time:      3190 |       3190 |               openai.types.beta.beta_response_mcp_list_tools_completed_event
